# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:42+08:00
# started_remote=2026-03-12T15:21:42+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12892996   4752 673628    0    0     0     0 1727 2656  0  1 99  0  0  0
 0  0      0 12892996   5076 676300    0    0  2944    60 1745 2108  1  1 96  2  0  0
 0  0      0 12893752   5076 676312    0    0     0     0 2083 3289  0  1 99  0  0  0
 0  0      0 12893500   5076 676308    0    0     0    16  721  833  0  0 100  0  0  0
 0  0      0 12879144   5200 676308    0    0   124    24 2118 3930  0  1 99  0  0  0
 0  0      0 12879164   5200 676324    0    0     0     0  750  728  0  0 100  0  0  0
 0  0      0 12878660   5208 676316    0    0     0    80 2242 3265  0  1 97  1  0  0
 0  0      0 12878408   5208 676312    0    0     0    68  825 1022  0  0 100  0  0  0
 0  0      0 12876644   5208 676312    0    0     0     4 1289 2447  0  1 99  0  0  0
 0  0      0 13071276   5360 676396    0    0   240     0 1621 1815  1  1 98  0  0  0
 1  0      0 13071024   5360 676396    0    0     0     0  607 1200  0  0 99  0  0  0
 0  0      0 13073160   5368 676392    0    0     0    48 1141 1779  0  1 99  1  0  0
 0  0      0 13073564   5368 676404    0    0     0     0  489  589  0  0 100  0  0  0
 0  0      0 13073564   5368 676400    0    0     0    16 1090 2186  0  0 99  0  0  0
 0  0      0 13073564   5368 676400    0    0     0     0  222  338  0  0 100  0  0  0
 0  0      0 13073816   5368 676400    0    0     0     0 1291 2264  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13073832   5376 676392    0    0     0    60  447  547  0  0 99  1  0  0
 0  0      0 13079820   5376 676400    0    0     0     0 1239 2284  0  3 97  0  0  0
 0  0      0 13079820   5376 676400    0    0     0     0  215  318  0  0 100  0  0  0
 0  0      0 13078560   5376 676400    0    0     0     0 1134 2207  0  1 99  0  0  0
 0  0      0 13078560   5376 676400    0    0     0     0  223  349  0  0 100  0  0  0
 0  0      0 13078056   5384 676392    0    0     0    32 1112 2197  0  1 98  1  0  0
 0  0      0 13078056   5384 676404    0    0     0     0  216  314  0  0 100  0  0  0
 0  0      0 13076292   5384 676396    0    0     0   100 1078 2164  0  1 99  0  0  0
 0  0      0 13076292   5384 676396    0    0     0     0  233  331  0  0 100  0  0  0
 0  0      0 13075788   5384 676396    0    0     0     0 1072 2149  0  1 99  0  0  0
 0  0      0 13075788   5392 676396    0    0     0    44  317  452  0  0 100  0  0  0
 0  0      0 13075312   5392 676404    0    0     0     0 1531 2913  0  1 99  0  0  0
 0  0      0 13075312   5392 676412    0    0     0   224  285  382  0  0 100  0  0  0
 0  0      0 13069364   5668 677324    0    0  1280    32 2436 4270  1  1 97  1  0  0
 0  0      0 13068836   5668 677492    0    0     0     0  285  300  0  0 100  0  0  0
 0  0      0 13067352   5676 677520    0    0    24   120 1302 2392  0  1 98  1  0  0
 0  0      0 13067352   5676 677520    0    0     0     0  207  311  0  0 100  0  0  0
 0  0      0 13066608   5680 677520    0    0     4    88 1118 2197  0  1 99  1  0  0
 0  0      0 13066356   5680 677528    0    0     8     0  338  466  0  0 99  0  0  0
 1  0      0 13013196   5796 697512    0    0 20512     0 4469 7321 12  1 86  1  0  0
 0  1      0 12854856   6200 820956    0    0 123352   108 4565 4814  3  2 92  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12912492   6316 822492    0    0  1588     0 2357 3476  2  1 96  1  0  0
 0  0      0 12912492   6316 822492    0    0     0     0  226  290  0  0 100  0  0  0
 0  0      0 12912380   6316 822492    0    0    24     0 1364 2344  0  1 99  0  0  0
 0  0      0 12912744   6316 822516    0    0     0     0  274  395  0  0 100  0  0  0
 1  0      0 12911232   6324 822512    0    0     0    84 1012 2116  0  0 98  1  0  0
 0  0      0 12910980   6324 822528    0    0     8     0  435  604  0  0 99  0  0  0
 0  0      0 12910980   6324 822528    0    0     0    16  277  414  0  0 100  0  0  0
 0  0      0 12910728   6324 822524    0    0     0     0 1224 2266  0  1 99  0  0  0
 0  1      0 12901444   6332 822532    0    0   140     0  899 1194  0  0 98  1  0  0
 0  0      0 12928416   6492 823648    0    0  1020   168 2549 4211  1  1 97  1  0  0
 0  0      0 12930448   6492 823648    0    0     0     0  219  339  0  0 100  0  0  0
 0  0      0 12928936   6492 823648    0    0     0     0  696 2079  0  1 99  0  0  0
 0  0      0 12928936   6492 823648    0    0     0     0  261  418  0  0 100  0  0  0
 0  0      0 12931436   6492 823616    0    0    24     0 1182 2334  0  1 99  0  0  0
 0  0      0 12931436   6500 823632    0    0     0    44  279  415  0  0 99  1  0  0
 0  0      0 12931464   6500 823644    0    0     0     0 1213 2382  0  1 99  0  0  0
 0  0      0 12931212   6500 823644    0    0     0     0  215  320  0  0 100  0  0  0
 0  0      0 12930988   6500 823640    0    0     0     0 1189 2252  0  1 99  0  0  0
 0  0      0 12931240   6500 823640    0    0     0     0  265  374  0  0 100  0  0  0
 5  0      0 12925732   6508 827540    0    0  4056    68 2490 4117  1  1 97  1  0  0
 0  0      0 13034412   6508 827720    0    0     0     0  561  655  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 13034672   6508 827716    0    0    24     0 1337 2275  0  1 99  0  0  0
 0  0      0 13034664   6508 827744    0    0     0   188  264  350  0  0 100  0  0  0
 0  0      0 13034160   6508 827744    0    0     0    68 1369 2276  0  1 99  0  0  0
 0  0      0 13034412   6516 827736    0    0     0    44  263  368  0  0 98  2  0  0
 0  0      0 13032660   6516 827748    0    0     0     0 1088 2168  0  0 99  0  0  0
 0  0      0 13032660   6516 827744    0    0     0     0  204  321  0  0 100  0  0  0
 0  0      0 13032156   6516 827744    0    0     0   412 1288 2175  0  1 99  0  0  0
 0  0      0 13031904   6516 827744    0    0     0     0  186  294  0  0 100  0  0  0
 0  0      0 13031400   6524 827736    0    0     0    64 1320 2200  0  1 99  1  0  0
 0  0      0 13031904   6524 827744    0    0     0     0  190  297  0  0 100  0  0  0
 0  0      0 13031400   6524 827748    0    0     4     4 1551 2498  0  1 99  0  0  0
 1  0      0 12942760   6524 843628    0    0 16012    68 1474 1722  2  1 96  1  0  0
20  2      0 12098876   6696 876940    0    0 34468     8 15959 26427 15 13 70  2  0  0
 1  0      0 11229412   7364 918736    0    0  3820 36572 25792 75321 25 24 50  2  0  0
 0  1      0 12707376   7472 939292    0    0 20528     4 7749 8415  5  3 89  3  0  0
 0  1      0 12559488   8144 955580    0    0 16652     0 8273 9547  6  3 88  3  0  0
 3  0      0 12299556   8192 971848    0    0 15936     4 5135 5693  5  2 90  3  0  0
 5  0      0 12256756   8292 994456    0    0 22640     0 6360 7329  6  2 89  3  0  0
 1  0      0 12697580   8304 995268    0    0   536   372 2776 3539  8  2 87  2  0  0
 1  0      0 12837192   8308 995580    0    0   260    12 3900 5488 10  3 86  0  0  0
 3  0      0 12572148   8308 995580    0    0     0     0 2860 3969 10  2 88  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 12683936   8436 995448    0    0   128   112 4101 6304 13  3 84  0  0  0
 0  0      0 12472400   8564 995588    0    0   128    12 2688 3619  8  2 90  0  0  0
 0  0      0 12468200   8572 995592    0    0     0   232 1560 2508  0  1 98  1  0  0
 0  0      0 12468200   8572 995592    0    0     0    68  228  315  0  0 100  0  0  0
 0  0      0 12464972   8572 995588    0    0     0     0 1480 2689  0  1 99  0  0  0
 0  0      0 12464964   8572 995608    0    0     0     0  281  422  0  0 100  0  0  0
 0  0      0 12463704   8572 995608    0    0     0     0 1381 2277  0  1 99  0  0  0
 0  0      0 12463452   8580 995608    0    0     0    40  241  355  0  0 99  1  0  0
 0  0      0 12461948   8580 995608    0    0     0     0 1184 2280  0  1 99  0  0  0
 0  0      0 12462192   8580 995608    0    0     0     0  247  352  0  0 100  0  0  0
 0  0      0 12460932   8580 995592    0    0     0     0  927 2133  0  1 99  0  0  0
 0  0      0 12460932   8580 995592    0    0     0     0  240  366  0  0 100  0  0  0
 0  0      0 12460176   8588 995592    0    0     0    32 1034 2261  0  1 99  0  0  0
 0  0      0 12460428   8588 995600    0    0     0     0  219  344  0  0 100  0  0  0
 0  0      0 12460176   8588 995600    0    0     0     0  944 2201  0  1 99  0  0  0
 0  0      0 12460428   8588 995596    0    0     0     0  240  352  0  0 100  0  0  0
 0  0      0 12458412   8588 995596    0    0     0   500 1153 2273  0  1 99  0  0  0
 0  0      0 12458664   8596 995588    0    0     0    36  227  323  0  0 99  1  0  0
 1  0      0 12458664   8596 995596    0    0     0     0  431  831  0  0 100  0  0  0
 0  0      0 12458664   8596 995596    0    0     0     0  825 1624  0  0 99  0  0  0
 0  0      0 12458664   8596 995596    0    0     0     0  202  313  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 12458160   8596 995612    0    0     4   128 1213 2287  0  0 99  1  0  0
 0  0      0 12457152   8604 995620    0    0     4    56  736  982  0  0 98  1  0  0
 0  0      0 12453628   8604 995624    0    0     0     0 1975 3752  1  1 98  0  0  0
 0  0      0 12452872   8604 995636    0    0     0     0 1161 1568  1  1 99  0  0  0
 0  0      0 12453628   8604 995636    0    0     0     0 1563 2967  0  1 99  0  0  0
 0  0      0 12453628   8608 995636    0    0     4   168  782 1087  2  0 97  0  0  0
 0  0      0 12452116   8616 995636    0    0     0   104 1595 2976  1  1 98  1  0  0
 0  0      0 12438680   8620 996120    0    0   432    72 2260 2520  1  3 95  0  0  0
 0  0      0 12437792   8620 996116    0    0     0     0 3006 4309  1  1 98  0  0  0
 0  0      0 12438020   8620 996116    0    0     0     0  702 1013  1  1 99  0  0  0
 0  0      0 12437776   8624 996112    0    0     8   144 2060 3262  1  1 98  0  0  0
 0  0      0 12455344   8636 996136    0    0    44   156 1348 2010  1  1 98  0  0  0
 0  0      0 12453216   8636 996128    0    0     0     0 2048 3248  0  1 99  0  0  0
 0  0      0 12452712   8636 996124    0    0     0     0  861 1284  0  0 99  0  0  0
 0  0      0 12453468   8636 996124    0    0     0     0 1061 2515  1  1 99  0  0  0
 0  0      0 12453468   8636 996124    0    0     0     0  540  755  1  0 99  0  0  0
 3  0      0 12456848   8644 996116    0    0     0   248 1414 2869  1  1 96  2  0  0
 0  0      0 12451812   8644 996112    0    0     0     0  974 1500  0  0 99  0  0  0
 0  0      0 12450300   8644 996112    0    0     0     0 1629 3063  0  1 99  0  0  0
 1  0      0 12408628   8644 996132    0    0     0     0 2443 5195 13  2 86  0  0  0
 0  0      0 12438808   8648 996220    0    0    12    32 2957 4318  4  2 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12438316   8660 996280    0    0     4   304  676 1076  0  0 98  1  0  0
 0  0      0 12436552   8660 996280    0    0     0     0 1878 3435  1  1 98  0  0  0
 0  0      0 12435292   8660 996276    0    0     0     0  873 1308  0  1 99  0  0  0
 0  0      0 12435292   8660 996260    0    0     0     0 1259 2581  0  1 99  0  0  0
 0  0      0 12435040   8660 996260    0    0     0     0  434  694  1  0 99  0  0  0
 0  0      0 12434536   8668 996260    0    0     0   212 1591 2672  1  1 97  1  0  0
 0  0      0 12434536   8668 996260    0    0     0     0  889 1316  1  1 99  0  0  0
 1  0      0 12434788   8668 996264    0    0     0     0 1661 2674  0  1 99  0  0  0
 0  0      0 12424456   8668 996272    0    0     0     0 1098 1649  1  1 99  0  0  0
 0  0      0 12424548   8668 996272    0    0     0     0  748  831  1  0 99  0  0  0
 0  0      0 12423912   8676 996264    0    0     0    64 1797 2689  0  1 98  1  0  0
 0  0      0 12431368   8676 996272    0    0     0    68 1286 1771  0  0 99  0  0  0
 0  0      0 12431380   8676 996284    0    0     0    68 1999 3136  0  1 99  0  0  0
 0  0      0 12431884   8676 996284    0    0     0     0  392  630  0  0 100  0  0  0
 0  0      0 12430624   8676 996280    0    0     0     0 1558 2601  0  1 99  0  0  0
 0  0      0 12431632   8684 996280    0    0     0   116  527  840  0  0 98  1  0  0
 0  0      0 12433476   8684 996264    0    0     0   124 2128 3314  1  1 98  0  0  0
 0  0      0 12432720   8684 996268    0    0     0     0  887 1259  1  0 99  0  0  0
 0  0      0 12432972   8684 996268    0    0     0     0 1380 2544  1  1 99  0  0  0
 0  0      0 12432972   8684 996268    0    0     0     0  439  718  0  0 100  0  0  0
 0  0      0 12431460   8692 996264    0    0     0    52 1541 2575  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12430716   8692 996276    0    0     0    44  916 1262  0  0 99  0  0  0
 0  0      0 12431232   8692 996288    0    0     0     0 1978 3151  1  1 98  0  0  0
 0  0      0 12431232   8692 996288    0    0     0     0  394  655  0  0 99  0  0  0
 0  0      0 12430980   8692 996288    0    0     0     0 1603 2651  0  1 99  0  0  0
 0  0      0 12430980   8700 996288    0    0     0    48  496  696  1  0 98  1  0  0
 0  0      0 12422440   8700 996296    0    0     0    48 1962 3292  1  1 98  0  0  0
 0  0      0 12421108   8700 996296    0    0     0     0 1058 1249  1  0 99  0  0  0
 0  0      0 12419848   8700 996296    0    0     0     0 1304 2533  0  1 99  0  0  0
 0  0      0 12419848   8700 996296    0    0     0     0  447  728  0  0 99  0  0  0
 0  0      0 12418884   8708 996288    0    0     0    64 1393 2557  1  1 98  1  0  0
 0  0      0 12421792   8708 996300    0    0     0     0  929 1332  0  0 99  0  0  0
 0  0      0 12421620   8708 996280    0    0     0    52 1308 3099  1  1 99  0  0  0
 0  0      0 12421368   8708 996284    0    0     0     0  533  835  0  0 100  0  0  0
 0  0      0 12421116   8708 996284    0    0     0     0 1152 2457  1  1 99  0  0  0
 0  0      0 12421120   8716 996280    0    0     0    44  488  743  0  0 99  1  0  0
 0  0      0 12419104   8716 996280    0    0     0     0 1881 3291  1  1 99  0  0  0
 0  0      0 12420364   8716 996280    0    0     0    32  870 1198  0  0 99  0  0  0
 1  0      0 12417844   8716 996280    0    0     0    68 1478 2672  1  1 98  0  0  0
 0  0      0 12416332   8716 996280    0    0     0     0  661  917  0  0 99  0  0  0
 0  0      0 12416332   8724 996272    0    0     0    32  474  737  0  0 99  1  0  0
 0  0      0 12415828   8724 996284    0    0     0     0 1902 3264  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12415828   8724 996280    0    0     0    16  875 1225  0  0 99  0  0  0
 0  0      0 12415324   8724 996284    0    0     0     0 1318 2474  1  1 99  0  0  0
 1  0      0 12402676   8724 996312    0    0     0     0  859 1017  1  0 99  0  0  0
 0  0      0 12455644   8732 996304    0    0     0    80 2105 3616  3  1 95  1  0  0
 0  0      0 12455412   8732 996312    0    0     0     0  919 1355  1  1 99  0  0  0
 0  0      0 12455160   8732 996300    0    0     0     0 1630 3072  0  1 99  0  0  0
 0  0      0 12455672   8732 996300    0    0     0   112  482  704  0  0 99  0  0  0
 0  0      0 12455916   8732 996300    0    0     0     0 1335 2503  1  1 99  0  0  0
 0  0      0 12455424   8740 996300    0    0     0    80  451  720  0  0 99  0  0  0
 0  0      0 12454444   8740 996304    0    0     0     0 1806 3106  1  1 99  0  0  0
